Species,BranchLength,PercOfMiss,Position
Ichneumon_bucculentus_BS_UCE_Ich233,0.002862556,7.904701,Ingroup
Ichneutes_sp1_USNMENT01322581,0.071057044,15.19227,Ingroup
Idarnes_incerta_JRAS06107_0389,0.036717722,33.969315,Ingroup
Inostemma_sp_USNMENT01335757,0.117641725,23.913257,Ingroup
Iphitrachelus_sp_USNMENT01335755,0.19136377,37.308222,Ingroup
Ismarus_sp_USNMENT01197715,0.140010758,78.771637,Ingroup
Isocolcus_scabiosae_USNMENT01322273,0.011502908,10.798584,Ingroup
Isolia_sp_OSUC_698060,0.072775795,23.73869,Ingroup
Isosomodes_parkeri_USNMENT01322054,0.019776537,33.605429,Ingroup
Janus_integer_USNMENT01339623,0.01563944,5.792683,Ingroup
Janzenella_innupta_OSUC_264384,0.089254064,27.5595,Ingroup
Josephiella_microcarpae_JRAS06552_0189,0.078322991,42.518194,Ingroup
Khamul_erwini_USNMENT01322370,0.018114441,46.737313,Ingroup
Kleidotoma_sp1_USNMENT01339641,0.039787424,48.603462,Ingroup
Klutiana_sp_BS_UCE_Ich388,0.055448715,61.858281,Ingroup
Labena_grallator_BS_UCE_Ich192,0.0556704,10.407651,Ingroup
Lagium_atroviolaceum_USNMENT01322219,0.028963849,12.219709,Ingroup
Lagynodes_crassicornis_PSUC_FEM13564,0.044317059,18.60002,Ingroup
Lanugo_schlingeri_BS_UCE_Ich015,0.01985665,6.237707,Ingroup
Leiophron_incerta_USNMENT01322473,0.033320236,33.071892,Ingroup
Leiophron_sp1_USNMENT01322568,0.013818048,9.829858,Ingroup
Lelaps_sp_USNMENT01322099,0.055210512,11.959087,Ingroup
Leluthia_mexicana_USNMENT01322436,0.020760295,7.653914,Ingroup
Leptacis_sp_USNMENT01223928,0.026784622,20.50059,Ingroup
Leptobatopsis_sp_BS_UCE_Ich462,0.033887938,27.989772,Ingroup
Leptocybe_invasa_USNMENT01339654,0.037827088,18.875393,Ingroup
Leptolamina_ponapenis_USNMENT01339637,0.033487223,10.341267,Ingroup
Leptopilina_japonica_USNMENT01339619,0.042037713,24.380409,Ingroup
Leucospis_affinis_USNMENT01322176,0.011074557,9.008655,Ingroup
Linycus_exhortator_BS_UCE_Ich213,0.012569262,7.727675,Ingroup
Liobracon_aquilonius_USNMENT01322616,0.036876685,20.188336,Ingroup
Liojoppa_aff_centralis_BS_UCE_Ich296,0.007926635,13.321204,Ingroup
Lissopimpla_sp_BS_UCE_Ich448,0.059259013,17.71489,Ingroup
Lithurgus_pullatus_BND1030,0.0397137,5.313238,Ingroup
Loboscelidia_sp_EX554,0.085829555,10.193745,Ingroup
Lonchidia_sp1_USNMENT01339616,0.03210357,11.474725,Ingroup
Lophyrotoma_zonalis_USNMENT01339631,0.087896403,42.405094,Ingroup
Lycorina_fici_BS_UCE_Ich400,0.137647347,44.052419,Ingroup
Lysaphidus_sp1_USNMENT01322495,0.012574079,28.87736,Ingroup
Lysiphlebus_sp1_USNMENT01322546,0.015139943,54.204367,Ingroup
Lysitermoides_sp1_USNMENT01322608,0.007964922,36.132966,Ingroup
Lytoxysta_brevipalpus_USNMENT01322157,0.025225514,18.614772,Ingroup
Macrocentrus_spA_USNMENT01322585,0.011481966,11.386212,Ingroup
Macroglenes_penetrans_USNMENT01322098,0.124628332,31.62618,Ingroup
Macrojoppa_bogotensis_BS_UCE_Ich263,0.017351033,31.655685,Ingroup
Macrophya_trisyllaba_USNMENT01322226,0.022204167,13.935877,Ingroup
Macropis_europaea_BND980,0.023699068,6.906471,Ingroup
Macrorileya_nsp_USNMENT01339600,0.016889602,7.226101,Ingroup
Macrorileya_oecanthi_USNMENT01322367,0.030637799,48.709186,Ingroup
Macrotera_echinocacti_BND1092,0.037005453,6.517998,Ingroup
Magellanium_sp_USNMENT01197849,0.029679164,10.314221,Ingroup
Mansa_sp_BS_UCE_Ich105,0.022328013,12.133655,Ingroup
Manuelia_gayatina_BND1255,0.018983481,9.143883,Ingroup
Masner_lubomirus_PSUC_FEM13496,0.05226378,40.806943,Ingroup
Megalyridae_sp_USNMENT01339662,0.167355895,32.290028,Ingroup
Meganomia_binghami_BND1026,0.033154228,14.548092,Ingroup
Megarhyssa_atrata_BS_UCE_Ich310,0.010601862,12.677026,Ingroup
Megaspilus_armatus_PSUC_FEM13531,0.029638867,37.204957,Ingroup
Megastigmus_transvaalensis_USNMENT01322090,0.028863367,22.273308,Ingroup
Megastylus_sp_BS_UCE_Ich475,0.039397663,25.764654,Ingroup
Megichile_exilis_EX393,0.021034929,6.581924,Ingroup
Megischus_mexicanus_USNMENT01339669,0.003234405,28.051239,Ingroup
Megischus_sp_USNMENT01322262,0.004139171,17.346086,Ingroup
Melalophacharops_sp_BS_UCE_Ich449,0.015990235,14.45712,Ingroup
Melanips_sp_USNMENT01322150,0.01401041,34.311074,Ingroup
Melitta_arrogans_BND943,0.027036886,8.044847,Ingroup
Meniscomorpha_sp_BS_UCE_Ich318,0.045725562,31.34343,Ingroup
Mesochorus_sp_BS_UCE_Ich334B,0.03235191,52.707022,Ingroup
Mesoleptidea_sp_BS_UCE_Ich487,0.020371222,26.721086,Ingroup
Messatoporus_discoidalis_BS_UCE_Ich087,0.019159956,7.194138,Ingroup
Metaclisis_sp_USNMENT01197956,0.047628628,12.785208,Ingroup
Metapelma_sp_USNMENT01322173,0.031201026,24.033733,Ingroup
Metapolybia_cingulata_HPG10,0.012425605,11.000197,Ingroup
Meteorus_sp6_USNMENT01322447,0.046696444,22.145456,Ingroup
Methoca_sp_EX570,0.052772369,19.512195,Ingroup
Metopius_sp_BS_UCE_Ich333B,0.044826423,21.921715,Ingroup
Micrevania_DERV064_PSUC_FEM188505,0.01388933,12.98928,Ingroup
Microbembex_cubana_EX445,0.026629547,60.833006,Ingroup
Microcharops_sp_BS_UCE_Ich406,0.024538166,27.817663,Ingroup
Microctonus_sp4_USNMENT01322570,0.026804566,8.239083,Ingroup
Microgaster_sp1_USNMENT01322451,0.021189227,18.831137,Ingroup
Microleptes_sp_BS_UCE_Ich196,0.063728103,78.919158,Ingroup
Microplitis_sp2_USNMENT01322587,0.014644291,18.415618,Ingroup
Mikeius_hartigi_USNMENT01322169,0.019879274,40.354544,Ingroup
Miota_sp_USNMENT01322341,0.025191826,27.505409,Ingroup
Mirax_sp1_USNMENT01322590,0.1255193,45.517801,Ingroup
Mirufens_longicauda_JRAS07597_0501,0.157945545,30.121459,Ingroup
Mischocyttarus_mexicanus_EX398,0.02211217,13.675256,Ingroup
Mnioes_sp_BS_UCE_Ich500,0.015489745,21.412766,Ingroup
Monacon_sp_JRAS07775_189,0.029987722,10.668273,Ingroup
Monoctonus_sp1_USNMENT01322621,0.06445833,20.719414,Ingroup
Monodontomerus_sp2_USNMENT01322181,0.049700774,6.899095,Ingroup
Monomachus_sp_USNMENT01322359,0.058076478,31.604052,Ingroup
Mutilla_sp_EX563,0.022106122,6.247541,Ingroup
Mymaromma_anomalum_JRAS07601_0189,0.367327694,39.518588,Ingroup
Myrmosa_sp_EX575,0.042559254,8.435779,Ingroup
Myrtopsen_mimosae_USNMENT01322134,0.046451706,81.658143,Ingroup
Myzinum_sp_EX576,0.039478042,4.878049,Ingroup
Nanomerus_spinulus_USNMENT01197953,0.101772339,17.466562,Ingroup
Nasonia_vitripennis_USNMENT01322105,0.018491474,18.494296,Ingroup
Nealiolus_sp1_USNMENT01322551,0.028913659,13.940795,Ingroup
Neanastatus_sp_JRAS07313_0489,0.098856806,14.019473,Ingroup
Nematus_tibialis_HPG2,0.017358661,16.37736,Ingroup
Neocremnops_virginiensis_USNMENT01322238,0.034580184,40.504524,Ingroup
Neopasiphae_mirabilis_BND1312,0.013089147,7.956334,Ingroup
Neorhacodes_brevicauda_BS_UCE_Ich441,0.049597946,90.101298,Ingroup
Neorileya_flavipes_USNMENT01322369,0.059475051,49.326318,Ingroup
Neosycophila_sp_JRAS06679_0289,0.070832532,12.458202,Ingroup
Neotheronia_sp_BS_UCE_Ich317,0.017440271,81.508163,Ingroup
Neothlipsis_cincta_USNMENT01322251,0.025199239,54.521538,Ingroup
Neoxorides_caryae_BS_UCE_Ich376,0.011142259,15.88808,Ingroup
Nesolinoceras_laluzbrillante_BS_UCE_Ich009,0.011169088,14.162077,Ingroup
Netelia_sp_BS_UCE_Ich199,0.034313045,15.214398,Ingroup
Neuroscelio_doddi_OSUC_0147252,0.058127056,71.078383,Ingroup
Neuroterus_distortus_USNMENT01322326,0.027863625,44.775275,Ingroup
Nixonia_watshami_USNMENT01109338,0.052546426,7.063828,Ingroup
Nordlandiella_semirufa_USNMENT01339644,0.015007661,9.847069,Ingroup
Notaspidium_sp_USNMENT01322202,0.050729876,32.735051,Ingroup
Notiospathius_terminalis_USNMENT01322437,0.021436967,40.853659,Ingroup
Oberthuerella_lenticularis_USNMENT01322285,0.027991611,15.494689,Ingroup
Odonteucoila_sp1_USNMENT01339643,0.017265829,12.21725,Ingroup
Odontobracon_montanus_USNMENT01322564,0.03209501,12.974528,Ingroup
Odontocolon_albotibiale_BS_UCE_Ich200,0.049153312,6.805665,Ingroup
Odontomutilla_sp_EX556,0.040324943,3.611821,Ingroup
Oedemopsis_sp_BS_UCE_Ich352,0.058716593,27.293961,Ingroup
Oenonogastra_sp1_USNMENT01322540,0.074571187,32.700629,Ingroup
Oglobinisca_sp_JRAS07790_0201,0.034121365,8.625098,Ingroup
Oligoneurus_sp1_USNMENT01322580,0.044053731,19.807238,Ingroup
Olixon_sp_BS_UCE_Rhop1,0.068308043,29.715775,Ingroup
Omalaspis_sp_USNMENT01322151,0.013595376,38.91129,Ingroup
Oncophanes_sp_USNMENT01322606,0.006571323,12.069729,Ingroup
Ontsira_sp1_USNMENT01322565,0.036830655,3.845397,Ingroup
Onycholyda_luteicornis_USNMENT01339624,0.006515196,11.243607,Ingroup
Oobius_primorskyensis_USNMENT01119387,0.102967216,24.663159,Ingroup
Oodera_sp_USNMENT01322179,0.035961258,9.212726,Ingroup
Ooencyrtus_sp1_USNMENT01231161,0.06351161,38.638375,Ingroup
Ophelimus_sp_USNMENT01322529,0.074179373,57.983379,Ingroup
Ophion_sp_BS_UCE_Ich571,0.019130984,26.630114,Ingroup
Opius_sp27_USNMENT01322597,0.029079413,7.759638,Ingroup
Opius_sp5_USNMENT01322595,0.034583425,15.182435,Ingroup
Orasema_sp_JRAS03331_0101,0.049942237,32.07858,Ingroup
Orgilus_sp1_USNMENT01322598,0.026111004,15.170142,Ingroup
Orgilus_sp4_USNMENT01322453,0.037711443,21.083301,Ingroup
Ormyrus_salmanticus_JRAS06480_1789,0.017032485,10.176534,Ingroup
Ormyrus_sp1_USNMENT01322082,0.018720668,16.251967,Ingroup
Orthocentrus_sp_BS_UCE_Ich306,0.023977448,7.948958,Ingroup
Orthogonalys_pulchella_USNMENT01322215,0.015757879,5.969709,Ingroup
Orthostigma_sp1_USNMENT01322428,0.019574207,35.265047,Ingroup
Orussus_minutus_USNMENT01339621,0.005380803,5.878737,Ingroup
Orussus_terminalis_USNMENT01339620,0.003693618,9.711841,Ingroup
Otitesella_ako_JRAS02384_0398,0.02813691,11.74764,Ingroup
Oxybelus_analis_EX443,0.055335926,23.805075,Ingroup
Oxytorus_sp_BS_UCE_Ich366,0.056973631,60.043765,Ingroup
Pachodynerus_alayoi_EX400,0.018628699,8.526751,Ingroup
Pachymelus_peringueyi_BND986,0.029634023,8.054681,Ingroup
Pachynematus_corniger_USNMENT01322228,0.013372452,15.841365,Ingroup
Pachysomoides_fulvus_BS_UCE_Ich078,0.021993129,7.479347,Ingroup
Palmon_sp_USNMENT01322085,0.028833594,36.010031,Ingroup
Pambolus_sp1_USNMENT01322600,0.057099962,10.37323,Ingroup
Pamphilius_pullatus_USNMENT01339625,0.007075204,48.839496,Ingroup
Pantoclis_sp_USNMENT01322340,0.015830045,30.222266,Ingroup
Paracharactus_rudis_USNMENT01322222,0.053383246,12.320515,Ingroup
Paradecatoma_sp_USNMENT01322415,0.020026283,40.039831,Ingroup
Parahormius_sp1_USNMENT01322243,0.044988398,84.822482,Ingroup
Paramblynotus_virginianus_USNMENT01339638,0.022221595,9.790519,Ingroup
Paramesius_sp_USNMENT01322286,0.02403399,41.88631,Ingroup
Parancistrocerus_bacu_EX401,0.013007433,11.024784,Ingroup
Pararhophites_orobinus_BND1424,0.017557466,9.116837,Ingroup
Paraspicera_sp_USNMENT01322152,0.005239942,9.69463,Ingroup
Paraulax_quelensis_USNMENT01322268,0.010410363,17.33871,Ingroup
Paridris_minator_USNMENT01322139,0.037180968,16.352773,Ingroup
Parnips_nigripes_USNMENT01322129,0.028431955,23.660012,Ingroup
Paroligoneurus_sp1_USNMENT01322443,0.053601518,29.074056,Ingroup
Pauesia_sp1_USNMENT01322547,0.024965321,32.798977,Ingroup
Pediaspis_aceris_USNMENT01339590,0.036346705,53.137293,Ingroup
Pelecinus_sp_EX451,0.121146321,16.195417,Ingroup
Pentapleura_foveolata_USNMENT01322541,0.028996652,19.876082,Ingroup
Pepsis_grossa_EX437,0.001260427,14.08094,Ingroup
Periclistus_sp1_USNMENT01322291,0.013999983,6.409815,Ingroup
Perilampella_sp_ANIC00063_0189,0.093252982,37.495083,Ingroup
Perilampus_hyalinus_USNMENT01322083,0.029020863,20.483379,Ingroup
Perilitus_rutilus_USNMENT01322571,0.0261226,19.25895,Ingroup
Peristenus_sp1_USNMENT01322569,0.019136139,15.541404,Ingroup
Phaenocarpa_sp2_USNMENT01322542,0.038593467,12.986821,Ingroup
Phaenoglyphis_sp1_USNMENT01339640,0.022981008,11.927124,Ingroup
Phaenoserphus_sp_USNMENT00764821,0.00257199,32.39821,Ingroup
Phaeogenes_sp_BS_UCE_Ich212,0.019785547,7.634245,Ingroup
Phanacis_sp_USNMENT00653613,0.042263822,69.67201,Ingroup
Phanerotoma_sp1_USNMENT01322469,0.056246535,42.648505,Ingroup
Phasgonophora_sulcata_USNMENT01322180,0.048417177,8.819335,Ingroup
Philanthus_gibbosus_BND827,0.026594769,5.153423,Ingroup
Philolema_latrodecti_USNMENT01322374,0.026633748,37.610641,Ingroup
Philotrypesis_sp_JRAS05463_0289,0.028481943,12.335268,Ingroup
Phobocampe_clisiocampae_BS_UCE_Ich344,0.016794267,7.840775,Ingroup
Pholetesor_sp1_USNMENT01322588,0.02270832,25.157356,Ingroup
Phygadeuon_sp_BS_UCE_Ich140,0.043995895,73.175649,Ingroup
Phylloxeroxenus_sp_USNMENT01322207,0.018664026,31.262293,Ingroup
Physothorax_pallidus_USNMENT01322087,0.036514451,27.404603,Ingroup
Phytodietus_pleuralis_BS_UCE_Ich315,0.037211178,14.798879,Ingroup
Piestopleura_sp_USNMENT01223801,0.050374089,32.462136,Ingroup
Pimpla_aequalis_BS_UCE_Ich198,0.025054168,13.606412,Ingroup
Pioscelus_borealis_USNMENT01322491,0.014045528,19.01308,Ingroup
Pison_chilense_BND1250,0.018197024,5.70417,Ingroup
Plagiotrochus_suburi_USNMENT01322345,0.02248699,31.672895,Ingroup
Platygaster_sp_USNMENT01335753,0.102164324,21.383261,Ingroup
Platygaster_sp_USNMENT01335833,0.129973001,21.324253,Ingroup
Platymystax_sp_BS_UCE_Ich107,0.01206273,8.706235,Ingroup
Plebeina_hildebrandti_BND992,0.022068126,12.389359,Ingroup
Plectocynips_pilosus_USNMENT01322170,0.007809587,38.594119,Ingroup
Pleistodontes_sp1_JRAS00997_0189,0.043447214,13.726888,Ingroup
Plenoculus_cockerelli_BND809,0.041007923,13.262195,Ingroup
Pleolophus_basizonus_BS_UCE_Ich113,0.012384876,21.744689,Ingroup
Plumarius_sp_EX550,0.076167966,9.335661,Ingroup
Pluto_argentifrons_EX448,0.041549442,7.971086,Ingroup
Pnigalio_minio_USNMENT01322183,0.039562927,55.773013,Ingroup
Podagrionella_sp_USNMENT01322086,0.023284637,17.274784,Ingroup
Podogaster_cf_BS_UCE_Ich421,0.065195494,57.808812,Ingroup
Pogonomyrmex_occidentalis_EX377,0.025049386,7.184304,Ingroup
Polemochartus_liparae_USNMENT01322615,0.006972151,12.254131,Ingroup
Polistes_poeyi_EX399,0.014828539,14.599725,Ingroup
Polistomorpha_fasciata_JRAS07624_0301,0.020995172,6.34343,Ingroup
Polyblastus_sp_BS_UCE_Ich488,0.026477153,12.440991,Ingroup
Polynema_near_needhami_USNMENT01322078,0.150626036,68.622148,Ingroup
Polystenidea_parksi_USNMENT01322620,0.017058202,9.288946,Ingroup
Pompilidae_sp_EX407,0.000794331,8.82917,Ingroup
Pompilidae_sp_USNMENT01339591,0.038232726,18.82622,Ingroup
Praon_sp1_USNMENT01322430,0.074679471,13.525275,Ingroup
Prionyx_canadensis_BND831,0.008862433,20.239969,Ingroup
Prionyx_thomae_EX404,0.039287555,20.70712,Ingroup
Pristaulacus_stigmaterus_USNMENT01322229,0.042065037,5.544355,Ingroup
Pristocerus_sp1_EX552,0.063688481,11.80419,Ingroup
Pristomerus_sp_BS_UCE_Ich413,0.05485883,59.620869,Ingroup
Proclitus_fulvicornis_BS_UCE_Ich355,0.047169395,53.658537,Ingroup
Proctotrupes_sp1_USNMENT01322351,0.026011232,75.993312,Ingroup
Prodecatoma_cooki_USNMENT01339596,0.015626733,8.588218,Ingroup
Prodecatomidea_sp_USNMENT01339601,0.011292464,26.802223,Ingroup
Promuscidea_sp_JRAS07754_0101,0.095240888,11.80419,Ingroup
Proplatygaster_sp_USNMENT01109879,0.021759111,9.158635,Ingroup
Propsilomma_columbianum_USNMENT01322336,0.060819663,16.055271,Ingroup
Proscolia_sp_EX568,0.030582837,3.302026,Ingroup
Proterops_sp_proteroptoides_USNMENT01322444,0.100949362,16.401947,Ingroup
Protoxaea_gloriosa_BND217,0.021209931,13.399882,Ingroup
Pseudibalia_sp_USNMENT01339677,0.03321533,38.382671,Ingroup
Pseudognaptodon_sp1_USNMENT01322474,0.029490097,54.614969,Ingroup
Pseudoligosita_gracilior_JRAS07625_0489,0.200044892,42.835366,Ingroup
Pseudomasaris_vespoides_EX442,0.086428649,17.355921,Ingroup
Pseudometagea_sp_USNMENT01322060,0.027243227,40.243902,Ingroup
Psilochalcis_brevialata_USNMENT01322195,0.058803721,16.928108,Ingroup
Pteromalus_puparum_USNMENT01322091,0.014959079,48.19286,Ingroup
Pulverro_boharti_BND1663,0.040346916,7.245771,Ingroup
Pygocryptus_erugatus_BS_UCE_Ich139,0.01635609,10.496164,Ingroup
Rhaconotus_fasciatus_USNMENT01322492,0.04172398,13.449056,Ingroup
Rhoophilus_loewi_USNMENT01322293,0.026055212,8.20712,Ingroup
Rhopalomutilla_sp_EX564,0.040210397,4.484658,Ingroup
Rhopalosoma_nearcticum_EX457,0.038909456,7.77439,Ingroup
Rhoptromeris_sp1_USNMENT01339642,0.033354535,32.125295,Ingroup
Rhygoplitis_sp1_USNMENT01322480,0.037772873,46.233281,Ingroup
Rhysipolis_sp1_USNMENT01322603,0.019358038,9.729052,Ingroup
Rhyssella_nitida_BS_UCE_Ich378,0.012188508,31.013965,Ingroup
Rhytidoponera_chalybaea_T000,0.024446259,8.275964,Ingroup
Rileya_grisselli_USNMENT01339595,0.018220135,10.796125,Ingroup
Rophites_algirus_BND972,0.025117083,5.755803,Ingroup
Ropronia_garmani_USNMENT0653896,0.132477976,9.662667,Ingroup
Rothneyia_sp_BS_UCE_Ich458,0.020081091,10.011802,Ingroup
Sapyga_pumila_HPG8,0.009041408,10.176534,Ingroup
Sapyga_sp_EX466,0.013305173,13.058124,Ingroup
Sarothrus_sp2_USNMENT01339611,0.014969232,11.049371,Ingroup
Sceliphron_caementarium_EX439,0.017581618,17.260031,Ingroup
Schenkia_sp_BS_UCE_Ich110,0.014150865,9.915913,Ingroup
Schizocerella_lineata_USNMENT01322224,0.0597957,27.453777,Ingroup
Schizoprymnus_sp2_USNMENT01322549,0.014939613,18.214005,Ingroup
Sclerogibbidae_sp_EX566,0.099545097,47.015146,Ingroup
Scolia_verticalis_HPG11,0.007811125,7.924371,Ingroup
Scoliinae_sp_EX577,0.008270237,6.640932,Ingroup
Scolomus_clypeatus_BS_UCE_Ich328,0.024509081,34.628245,Ingroup
Scrapter_heterodoxus_BND904,0.018357533,4.228954,Ingroup
Scutellista_caerulea_USNMENT01322102,0.042265161,61.265736,Ingroup
Scutimica_sp_USNMENT01322133,0.009442462,55.664831,Ingroup
Sericomyrmex_harekuli_HPG9,0.024528876,8.568548,Ingroup
Setanta_sp_BS_UCE_Ich267,0.014043389,54.787077,Ingroup
Sierolomorpha_sp_EX471,0.069412974,9.212726,Ingroup
Sigalphus_sp1_USNMENT01322498,0.046376624,14.85297,Ingroup
Signiphora_sp_JRAS07789_0189,0.095903999,43.250885,Ingroup
Sirex_noctilio_USNMENT01339665,0.030112477,6.503245,Ingroup
Skiapus_coalescens_BS_UCE_Ich463,0.075108837,16.384736,Ingroup
Smicromyrmilla_sp_EX567,0.054860109,8.888179,Ingroup
Snellenius_sp1_USNMENT01322589,0.020547747,21.636507,Ingroup
Spalangia_sp_JRAS06352_0289_0289,0.065163398,17.014162,Ingroup
Sparasion_cullaris_USNMENT01322137,0.077384808,9.11192,Ingroup
Spathius_laflammei_USNMENT01322434,0.035625578,8.143194,Ingroup
Sphaeropthalma_orestes_EX436,0.021558752,7.137589,Ingroup
Sphecius_hogardii_EX447,0.021037488,26.025275,Ingroup
Sphecodes_persimilis_BND559,0.012202698,9.549567,Ingroup
Sphex_jamaicensis_EX405,0.042101614,8.915224,Ingroup
Spilomicrus_sp_USNMENT01322337,0.054828079,75.612215,Ingroup
Spliopteron_occiputale_BS_UCE_Ich313,0.003499428,10.74941,Ingroup
Stantonia_sp30_USNMENT01322481,0.032466593,12.219709,Ingroup
Steffanolampus_sp_USNMENT01322084,0.009728307,11.786979,Ingroup
Stenamma_megamanni_EX368,0.009143994,5.7976,Ingroup
Stenarella_insidiator_BS_UCE_Ich059,0.024444404,6.751574,Ingroup
Stenichneumon_culpator_BS_UCE_Ich238,0.005231986,7.393293,Ingroup
Stenomacrus_sp_BS_UCE_Ich499,0.033627022,10.965775,Ingroup
Stigmatomma_oregonense_EX435,0.044365439,9.618411,Ingroup
Stilbops_vetulus_BS_UCE_Ich423,0.069203874,65.430763,Ingroup
Stilbula_cynipiformis_JRAS06279_0199,0.048199301,25.813828,Ingroup
Stiropius_sp_USNMENT01322624,0.011754883,9.370083,Ingroup
Striatovertex_sp_USNMENT00653899,0.015329537,9.859363,Ingroup
Sycophila_nsp_USNMENT01322053,0.025770626,34.222561,Ingroup
Symphya_n_sp2_USNMENT01322254,0.034648526,9.802813,Ingroup
Synergus_sp_USNMENT01322283,0.010923579,4.587923,Ingroup
Synopeas_sp_USNMENT01223783,0.050241318,30.241935,Ingroup
Synophromorpha_sylvestris_USNMENT01322282,0.011181618,7.226101,Ingroup
Synophrus_pilulae_USNMENT00961203,0.011653441,10.314221,Ingroup
Syntretus_sp1_USNMENT01322572,0.048048831,14.267801,Ingroup
Systasis_sp_USNMENT01322057,0.145655122,69.381884,Ingroup
Systole_sp_prob_albipennis_USNMENT01322069,0.014148177,53.729839,Ingroup
Szepligetella_DERV047_PSUC_FEM188503,0.034890191,16.146243,Ingroup
Tachysphex_alayoi_EX402,0.037771214,13.638375,Ingroup
Taeniogonalos_gundlachii_USNMENT01339670,0.018881346,13.776062,Ingroup
Tamarixia_radiata_USNMENT01339650,0.091566015,20.252262,Ingroup
Tamaulipeca_nsp_BS_UCE_Ich185,0.024139765,16.288847,Ingroup
Tanaostigma_stanleyi_USNMENT01322081,0.014519721,87.677026,Ingroup
Tanaostigmodes_albiclavus_USNMENT01322080,0.014117875,80.180468,Ingroup
Taxonus_pallipes_USNMENT01322231,0.026143287,12.352478,Ingroup
Teasienna_sp_USNMENT01322107,0.05964079,29.789536,Ingroup
Tenuipetiolus_ruber_USNMENT01322382,0.018380611,45.173584,Ingroup
Tetrabaeus_sp_USNMENT01197878,0.022758084,15.02262,Ingroup
Tetracampe_sp_JRAS07821_0101,0.084533505,15.814319,Ingroup
Tetramesa_romana_USNMENT01322405,0.017827896,23.896046,Ingroup
Tetrapus_sp1_JRAS06126_0189,0.103445852,16.070024,Ingroup
Theocolax_elegans_USNMENT01322095,0.085571855,45.33094,Ingroup
Therion_sp_BS_UCE_Ich403,0.024250498,41.864182,Ingroup
Theronia_sp_BS_UCE_Ich435,0.036152286,15.969217,Ingroup
Thoreauella_sp1_USNMENT01339615,0.092824158,15.819237,Ingroup
Thrinax_dubitata_USNMENT01322221,0.068924964,13.699843,Ingroup
Thrinchostoma_perineti_BND1247,0.015455635,13.390047,Ingroup
Thyninnae_sp_EX565,0.022902466,4.21666,Ingroup
Thyreodon_sp_BS_UCE_Ich383,0.045019608,68.939319,Ingroup
Thyreus_delumbatus_BND988,0.035511117,4.978855,Ingroup
Tiphia_sp_EX571,0.049042981,9.384835,Ingroup
Torymoides_sulcius_USNMENT01322088,0.057282149,35.405193,Ingroup
Torymus_sp_USNMENT01322178,0.01997901,13.603954,Ingroup
Toxoneuron_viator_USNMENT01322468,0.022589792,21.493902,Ingroup
Trachusa_larreae_BND1144,0.02012483,5.782848,Ingroup
Trassedia_n_sp_PSUC_FEM95969,0.059040586,45.394866,Ingroup
Trathala_n_sp_BS_UCE_Ich408,0.041750701,45.385031,Ingroup
Trematopygodes_rufipectus_BS_UCE_Ich345,0.036737397,16.790421,Ingroup
Trematopygus_sp_BS_UCE_Ich468,0.042783507,58.831629,Ingroup
Tremex_columba_USNMENT01322218,0.043957996,6.734363,Ingroup
Triaspis_sp1_USNMENT01322475,0.018825465,16.436369,Ingroup
Trichomma_cf_BS_UCE_Ich452,0.048083094,28.818352,Ingroup
Trichoplasta_sp1_USNMENT01339635,0.016287552,13.530193,Ingroup
Trichopria_sp_USNMENT01322335,0.03504458,27.820122,Ingroup
Triclistus_crassus_BS_UCE_Ich334B,0.037095079,14.744788,Ingroup
Trieces_sp_BS_UCE_Ich392,0.073069591,41.819925,Ingroup
Trioxys_sp1_USNMENT01322622,0.006767989,32.889949,Ingroup
Trioxys_sp2_USNMENT01322623,0.00980721,24.264851,Ingroup
Triraphis_discoideus_USNMENT01322496,0.014748848,12.994197,Ingroup
Triraphis_sp2_USNMENT01322611,0.023342153,9.188139,Ingroup
Trissolcus_sp_USNMENT01223831,0.086844731,13.677714,Ingroup
Trogaspidia_sp_EX574,0.016433568,4.811664,Ingroup
Trogomorpha_trogiformis_BS_UCE_Ich205,0.037151531,69.423682,Ingroup
Trybliographa_sp_USNMENT00877722,0.023638475,13.289241,Ingroup
Trychosis_exulans_BS_UCE_Ich097,0.017527655,8.438238,Ingroup
Trypoxylon_sp_EX403,0.024808293,10.552714,Ingroup
Tylosema_dayae_USNMENT01322132,0.073136284,79.128147,Ingroup
Urosigalphus_sp2_USNMENT01322614,0.069399076,8.588218,Ingroup
Utetes_sp1_USNMENT01322452,0.023393075,45.881688,Ingroup
Vadumasonium_sp1_USNMENT01322618,0.048353742,8.062057,Ingroup
Vanhornia_eucnemidarum_EX498,0.076000721,14.9464,Ingroup
Venturia_sp_BS_UCE_Ich450,0.030615324,12.283635,Ingroup
Vespa_sp_EX578,0.017467806,12.064811,Ingroup
Vipio_sp1_USNMENT01322501,0.022426618,15.224233,Ingroup
Vulgichneumon_sp_BS_UCE_Ich207,0.005215379,4.563336,Ingroup
Waldheimia_carbonaria_USNMENT01322216,0.058661422,15.745476,Ingroup
Wroughtonia_sp1_USNMENT01322502,0.008261621,23.003541,Ingroup
Xanthesma_furcifera_BND710,0.009729703,15.187352,Ingroup
Xanthocampoplex_sp_BS_UCE_Ich460,0.023486167,22.937156,Ingroup
Xiphosomella_sp_BS_UCE_Ich409,0.01789242,43.511507,Ingroup
Xiphydria_maculata_USNMENT01339666,0.004994687,7.857986,Ingroup
