Locus,CompletenessValue
p734uce-11889u,63.4
p722uce-11853u,63.4
p622uce-11596u,63.4
p620uce-11593u,63.4
p545uce-11377u,63.4
p295uce-10761u,63.4
p12uce-10019u,63.4
p1191uce-1432u,63.0
p951uce-12373u,63.0
p342uce-10890u,63.0
p185uce-10452u,63.0
p102uce-10271u,63.0
p1250uce-618u,62.7
p1192uce-1438u,62.7
p977uce-12430u,62.7
p894uce-12237u,62.7
p479uce-11194u,62.7
p451uce-11120u,62.7
p268uce-10670u,62.7
p137uce-10359u,62.7
p110uce-10287u,62.7
p56uce-10140u,62.7
p1057uce-12608u,62.3
p761uce-11961u,62.3
p567uce-11429u,62.3
p517uce-11291u,62.3
p324uce-10833u,62.3
p206uce-10498u,62.3
p1119uce-12793u,62.0
p865uce-12189u,62.0
p811uce-12061u,62.0
p662uce-11718u,62.0
p481uce-11196u,62.0
p337uce-10874u,62.0
p276uce-10703u,62.0
p236uce-10577u,62.0
p146uce-10375u,62.0
p63uce-10155u,62.0
p39uce-10084u,62.0
p909uce-12269u,61.6
p784uce-12002u,61.6
p619uce-11592u,61.6
p594uce-11493u,61.6
p547uce-11381u,61.6
p272uce-10685u,61.6
p226uce-10552u,61.6
p157uce-10394u,61.6
p832uce-12100u,61.3
p228uce-10555u,61.3
p1054uce-12600u,61.0
p1039uce-12578u,61.0
p809uce-12059u,61.0
p778uce-11994u,61.0
p707uce-11826u,61.0
p564uce-11425u,61.0
p452uce-11121u,61.0
p366uce-10932u,61.0
p341uce-10888u,61.0
p318uce-10818u,61.0
p119uce-10314u,61.0
p42uce-10093u,61.0
p1134uce-12836u,60.6
p1034uce-12568u,60.6
p535uce-11344u,60.6
p1215uce-249u,60.3
p886uce-12223u,60.3
p994uce-12469u,59.9
p835uce-12103u,59.9
p709uce-11831u,59.9
p485uce-11220u,59.9
p212uce-10513u,59.9
p8uce-10012u,59.9
p1077uce-12670u,59.6
p766uce-11971u,59.6
p733uce-11884u,59.6
p630uce-11617u,59.6
p604uce-11532u,59.6
p489uce-11235u,59.6
p488uce-11226u,59.6
p487uce-11224u,59.2
p429uce-11080u,59.2
p405uce-11034u,59.2
p397uce-11023u,59.2
p142uce-10367u,59.2
p33uce-10069u,59.2
p19uce-10036u,59.2
p7uce-10010u,59.2
p1124uce-12803u,58.9
p821uce-12079u,58.9
p694uce-11792u,58.9
p518uce-11292u,58.9
p205uce-10497u,58.9
p91uce-10237u,58.9
p45uce-10101u,58.9
p1114uce-12782u,58.6
p587uce-11479u,58.6
p386uce-10993u,58.6
p302uce-10771u,58.6
p254uce-10637u,58.6
p24uce-10043u,58.6
p1146uce-12869u,58.2
p253uce-10636u,58.2
p105uce-10279u,58.2
p31uce-10063u,58.2
p1231uce-410u,57.9
p1006uce-12503u,57.9
p1005uce-12502u,57.9
p956uce-12383u,57.9
p887uce-12224u,57.9
p810uce-12060u,57.9
p634uce-11643u,57.9
p580uce-11462u,57.9
p464uce-11150u,57.9
p335uce-10870u,57.9
p501uce-11261u,57.5
p368uce-10944u,57.5
p261uce-10651u,57.5
p1012uce-12513u,57.2
p923uce-12304u,57.2
p569uce-11434u,57.2
p530uce-11331u,57.2
p494uce-11246u,57.2
p477uce-11190u,57.2
p424uce-11075u,57.2
p338uce-10879u,57.2
p1075uce-12661u,56.8
p989uce-12459u,56.8
p962uce-12390u,56.8
p642uce-11670u,56.8
p527uce-11317u,56.8
p313uce-10799u,56.8
p94uce-10244u,56.8
p1127uce-12808u,56.5
p857uce-12156u,56.5
p750uce-11931u,56.5
p621uce-11594u,56.5
p607uce-11536u,56.5
p499uce-11254u,56.5
p304uce-10776u,56.5
p13uce-10020u,56.5
p1131uce-12823u,56.2
p875uce-12201u,56.2
p793uce-12022u,56.2
p777uce-11990u,56.2
p599uce-11518u,56.2
p392uce-11010u,56.2
p156uce-10392u,56.2
p1153uce-12894u,55.8
p447uce-11116u,55.8
p428uce-11079u,55.8
p416uce-11057u,55.8
p395uce-11016u,55.8
p1142uce-12860u,55.5
p1058uce-12609u,55.5
p589uce-11483u,55.5
p570uce-11436u,55.5
p522uce-11300u,55.5
p396uce-1102u,55.5
p360uce-10921u,55.5
p73uce-10190u,55.5
p58uce-10142u,55.5
p1045uce-12584u,55.1
p830uce-12098u,55.1
p664uce-11720u,55.1
p659uce-11715u,55.1
p493uce-11244u,55.1
p872uce-122u,54.8
p783uce-12001u,54.8
p179uce-10442u,54.8
p1001uce-12481u,54.5
p315uce-10803u,54.5
p275uce-10702u,54.5
p107uce-10282u,54.5
p51uce-10131u,54.5
p1130uce-12820u,54.1
p1111uce-12779u,54.1
p797uce-12028u,54.1
p755uce-11941u,54.1
p277uce-10704u,54.1
p269uce-10672u,54.1
p1230uce-397u,53.8
p765uce-11969u,53.8
p665uce-11721u,53.8
p281uce-10709u,53.8
p4uce-10005u,53.8
p902uce-12252u,53.4
p877uce-12209u,53.4
p833uce-12101u,53.4
p631uce-11618u,53.4
p583uce-11468u,53.4
p1010uce-12510u,53.1
p561uce-11420u,53.1
p984uce-12450u,52.7
p843uce-12125u,52.7
p816uce-12068u,52.7
p706uce-11824u,52.7
p533uce-11338u,52.7
p364uce-10928u,52.7
p1089uce-12697u,52.4
p834uce-12102u,52.4
p632uce-11623u,52.4
p174uce-10430u,52.4
p130uce-10349u,52.4
p828uce-12094u,52.1
p473uce-11184u,52.1
p938uce-12345u,51.7
p331uce-10858u,51.7
p1116uce-12790u,51.4
p949uce-12364u,51.4
p947uce-12360u,51.4
p215uce-10525u,51.4
p1177uce-12996u,51.0
p1118uce-12792u,51.0
p726uce-11868u,51.0
p237uce-10583u,51.0
p251uce-10626u,50.7
p790uce-12017u,50.3
p565uce-11427u,50.3
p262uce-10652u,50.3
p375uce-10963u,50
p191uce-10468u,49.0
p781uce-11997u,46.9
